frame_number,landmark_id,x_pixel,y_pixel,z_normalized,visibility
310,16,1412,535,0.2758,0.3048
310,17,1242,581,-0.0477,0.7953
310,18,1432,560,0.2945,0.2976
310,19,1235,569,-0.0381,0.7873
310,20,1420,556,0.2601,0.301
310,21,1245,563,-0.0292,0.7578
310,22,1420,546,0.261,0.2879
310,23,1356,657,-0.1167,0.9998
310,24,1365,652,0.1167,0.9993
310,25,1325,919,-0.1442,0.9935
310,26,1339,922,0.1403,0.8912
310,27,1548,811,-0.0523,0.994
310,28,1407,1167,0.1464,0.9695
310,29,1580,779,-0.0396,0.9857
310,30,1460,1219,0.1413,0.97
310,31,1682,874,-0.0075,0.993
310,32,1260,1226,0.1238,0.9742
311,0,1215,194,0.0173,0.9999
311,1,1228,169,-0.0056,0.9999
311,2,1231,169,-0.0056,0.9999
311,3,1235,169,-0.0056,0.9999
311,4,1226,168,0.033,0.9999
311,5,1229,167,0.033,0.9999
311,6,1232,165,0.0328,0.9999
311,7,1266,177,-0.0651,0.9999
311,8,1266,175,0.0886,0.9998
311,9,1231,218,-0.0,0.9999
311,10,1228,218,0.0476,0.9998
311,11,1289,294,-0.1663,1.0
311,12,1326,310,0.2053,0.9998
311,13,1350,441,-0.2373,0.9891
311,14,1389,464,0.2671,0.2931
311,15,1275,571,-0.2156,0.8794
311,16,1402,564,0.238,0.2793
311,17,1255,594,-0.247,0.8122
311,18,1430,595,0.2511,0.2748
311,19,1247,581,-0.2292,0.8042
311,20,1413,595,0.2171,0.2779
311,21,1256,576,-0.2067,0.7743
311,22,1416,582,0.2228,0.266
311,23,1366,659,-0.1196,0.9998
311,24,1385,658,0.1197,0.9994
311,25,1289,915,-0.1613,0.9941
311,26,1343,942,0.1464,0.886
311,27,1530,826,-0.0577,0.9942
311,28,1437,1196,0.1548,0.9703
311,29,1556,786,-0.045,0.9863
311,30,1484,1239,0.1488,0.9683
311,31,1667,919,-0.0033,0.9933
311,32,1322,1258,0.1312,0.9741
312,0,1215,193,0.0029,0.9999
312,1,1228,168,-0.0148,0.9999
312,2,1232,168,-0.0148,0.9999
312,3,1235,167,-0.0149,0.9999
312,4,1226,168,0.0202,0.9999
312,5,1229,167,0.0202,0.9999
312,6,1232,166,0.0201,0.9999
312,7,1266,176,-0.0603,0.9999
312,8,1264,175,0.0896,0.9998
312,9,1230,216,-0.0089,0.9999
312,10,1227,216,0.0356,0.9998
312,11,1311,297,-0.1566,1.0
312,12,1297,321,0.2018,0.9998
312,13,1390,433,-0.2462,0.9901
312,14,1313,462,0.2684,0.271
312,15,1299,546,-0.2492,0.8911
312,16,1251,553,0.2312,0.289
312,17,1272,563,-0.2742,0.8301
312,18,1218,555,0.2418,0.2906
312,19,1261,547,-0.2587,0.8229
312,20,1216,545,0.213,0.2947
312,21,1271,544,-0.24,0.7951
312,22,1230,546,0.2176,0.2829
312,23,1372,650,-0.1187,0.9998
312,24,1380,658,0.1187,0.9995
312,25,1218,889,-0.1879,0.9945
312,26,1415,931,0.1241,0.8813
312,27,1501,867,-0.0397,0.9935
312,28,1557,1171,0.1414,0.9708
312,29,1500,842,-0.0217,0.985
312,30,1597,1205,0.1375,0.9662
312,31,1534,973,0.0213,0.9929
312,32,1470,1245,0.1196,0.9734
313,0,1215,186,0.0015,0.9999
313,1,1228,160,-0.0144,0.9999
313,2,1232,160,-0.0144,0.9999
313,3,1236,160,-0.0144,0.9999
313,4,1227,160,0.0189,0.9999
313,5,1229,159,0.0189,0.9999
313,6,1232,158,0.0189,0.9999
313,7,1267,171,-0.0472,0.9999
313,8,1264,170,0.0922,0.9998
313,9,1230,210,-0.0088,0.9999
313,10,1227,211,0.0332,0.9998
313,11,1328,290,-0.1322,1.0
313,12,1294,319,0.1975,0.9998
313,13,1430,391,-0.2464,0.991
313,14,1301,466,0.3004,0.2695
313,15,1353,522,-0.3177,0.9017
313,16,1196,487,0.2994,0.347
313,17,1333,549,-0.3452,0.8465
313,18,1163,471,0.3086,0.3492
313,19,1319,531,-0.3412,0.8399
313,20,1165,459,0.29,0.354
313,21,1322,531,-0.3144,0.8144
313,22,1177,463,0.2915,0.3409
313,23,1366,629,-0.1083,0.9999
313,24,1378,638,0.1081,0.9995
313,25,1159,836,-0.1333,0.9947
313,26,1466,930,0.0733,0.8871
313,27,1412,913,0.0341,0.9936
313,28,1638,1136,0.0676,0.9726
313,29,1447,909,0.0537,0.985
313,30,1698,1164,0.0645,0.9673
313,31,1403,1076,0.0764,0.9928
313,32,1593,1226,0.0407,0.9744
314,0,1216,172,-0.0188,1.0
314,1,1231,145,-0.031,0.9999
314,2,1236,144,-0.031,0.9999
314,3,1240,144,-0.031,0.9999
314,4,1229,144,-0.0001,0.9999
314,5,1231,143,-0.0001,0.9999
314,6,1234,143,-0.0,0.9999
314,7,1272,155,-0.0501,0.9999
314,8,1265,156,0.0913,0.9999
314,9,1232,198,-0.0235,0.9999
314,10,1228,198,0.0159,0.9998
314,11,1342,277,-0.1215,1.0
314,12,1292,304,0.1929,0.9998
314,13,1455,356,-0.2489,0.9919
314,14,1280,455,0.2624,0.2804
314,15,1360,471,-0.3246,0.9115
314,16,1198,430,0.1685,0.4057
314,17,1334,498,-0.3514,0.8614
314,18,1175,412,0.1636,0.4074
314,19,1320,482,-0.3433,0.8555
314,20,1178,403,0.1596,0.4119
314,21,1324,474,-0.3188,0.8321
314,22,1188,408,0.1648,0.3981
314,23,1353,618,-0.1029,0.9999
314,24,1372,626,0.1026,0.9996
314,25,1141,803,-0.1266,0.9949
314,26,1493,877,0.0358,0.8935
314,27,1340,994,-0.0017,0.9938
314,28,1683,1099,0.0304,0.9748
314,29,1384,1014,0.0127,0.9854
314,30,1726,1109,0.0272,0.9695
314,31,1288,1132,0.0191,0.993
314,32,1693,1211,-0.0057,0.9761
315,0,1217,154,-0.0191,1.0
315,1,1232,127,-0.0338,0.9999
315,2,1237,127,-0.0338,0.9999
315,3,1242,126,-0.0338,0.9999
315,4,1229,127,-0.0007,0.9999
315,5,1231,127,-0.0007,0.9999
315,6,1234,126,-0.0006,0.9999
315,7,1274,137,-0.0603,1.0
315,8,1265,139,0.0912,0.9999
315,9,1232,178,-0.0275,0.9999
315,10,1228,178,0.0151,0.9998
315,11,1355,260,-0.1255,1.0
315,12,1293,286,0.1991,0.9998
315,13,1489,330,-0.2601,0.9926
315,14,1309,440,0.2618,0.2772
315,15,1370,439,-0.3189,0.9202
315,16,1219,417,0.1879,0.4434
315,17,1342,464,-0.346,0.8748
315,18,1196,397,0.1899,0.4446
315,19,1326,444,-0.3309,0.8694
315,20,1195,387,0.1682,0.4486
315,21,1333,437,-0.3096,0.8478
315,22,1207,392,0.1778,0.4323
315,23,1355,601,-0.1107,0.9999
315,24,1365,609,0.1105,0.9996
315,25,1145,806,-0.1305,0.9946
315,26,1506,859,0.0737,0.8946
315,27,1233,1087,-0.0964,0.9942
315,28,1748,1004,0.0683,0.9758
315,29,1274,1133,-0.0942,0.9861
315,30,1798,1002,0.0651,0.971
315,31,1117,1182,-0.1325,0.9933
315,32,1768,1139,0.0339,0.9766
316,0,1217,148,-0.0609,1.0
316,1,1232,121,-0.0768,0.9999
316,2,1237,120,-0.0768,0.9999
316,3,1242,119,-0.0768,0.9999
316,4,1229,121,-0.0428,0.9999
316,5,1231,120,-0.0428,0.9999
316,6,1234,119,-0.0427,0.9999
316,7,1274,129,-0.1062,1.0
316,8,1265,130,0.045,0.9999
316,9,1232,171,-0.0692,0.9999
316,10,1228,171,-0.0255,0.9998
316,11,1353,252,-0.1681,1.0
316,12,1288,280,0.1701,0.9998
316,13,1491,325,-0.2972,0.9933
316,14,1302,440,0.2261,0.2745
316,15,1369,429,-0.3575,0.928
316,16,1216,417,0.1605,0.472
316,17,1341,453,-0.385,0.8869
316,18,1195,399,0.1603,0.4735
316,19,1327,434,-0.3706,0.8819
316,20,1197,387,0.1547,0.4769
316,21,1332,426,-0.3482,0.8621
316,22,1209,390,0.1556,0.4585
316,23,1354,606,-0.1109,0.9998
316,24,1354,612,0.1108,0.9996
316,25,1164,821,-0.1246,0.9942
316,26,1484,860,0.0846,0.8993
316,27,1165,1128,-0.1018,0.9945
316,28,1758,925,0.0747,0.9773
316,29,1198,1175,-0.1021,0.9869
316,30,1805,896,0.0723,0.973
316,31,1028,1184,-0.1517,0.9935
316,32,1840,1037,0.042,0.9775
317,0,1217,148,-0.0633,1.0
317,1,1232,120,-0.0806,0.9999
317,2,1236,119,-0.0806,0.9999
317,3,1241,118,-0.0806,1.0
317,4,1229,120,-0.0478,0.9999
317,5,1231,119,-0.0478,0.9999
317,6,1234,118,-0.0477,1.0
317,7,1273,127,-0.1136,1.0
317,8,1265,129,0.0303,0.9999
317,9,1232,170,-0.0722,0.9999
317,10,1227,171,-0.0305,0.9999
317,11,1348,251,-0.1655,1.0
317,12,1288,279,0.1443,0.9998
317,13,1487,338,-0.2572,0.9939
317,14,1297,447,0.1472,0.2681
317,15,1362,434,-0.263,0.935
317,16,1217,434,0.0403,0.4754
317,17,1332,455,-0.284,0.8974
317,18,1197,425,0.0316,0.4805
317,19,1316,435,-0.2709,0.8928
317,20,1199,413,0.0279,0.4826
317,21,1322,429,-0.2534,0.8743
317,22,1211,414,0.0344,0.4639
317,23,1345,612,-0.1001,0.9998
317,24,1351,616,0.1001,0.9995
317,25,1188,846,-0.0815,0.9937
317,26,1475,861,0.0767,0.9026
317,27,1135,1149,-0.0763,0.9949
317,28,1744,857,0.0606,0.978
317,29,1151,1205,-0.0852,0.9879
317,30,1776,824,0.0587,0.9745
317,31,994,1170,-0.1208,0.9936
317,32,1834,949,0.0274,0.9775
318,0,1216,148,-0.0228,1.0
318,1,1230,120,-0.0439,1.0
318,2,1235,120,-0.0439,0.9999
318,3,1240,120,-0.0439,1.0
318,4,1227,120,-0.0071,1.0
318,5,1229,119,-0.0071,0.9999
318,6,1232,119,-0.0071,1.0
318,7,1273,131,-0.103,1.0
318,8,1263,132,0.0636,0.9999
318,9,1232,171,-0.0385,0.9999
318,10,1227,172,0.0079,0.9999
318,11,1345,252,-0.1612,1.0
318,12,1291,281,0.1887,0.9998
318,13,1472,346,-0.2447,0.9945
318,14,1309,445,0.2669,0.2489
318,15,1352,445,-0.2417,0.9411
318,16,1234,458,0.2538,0.4406
318,17,1322,479,-0.2616,0.9067
318,18,1216,474,0.2596,0.449
318,19,1296,460,-0.2503,0.9024
318,20,1216,457,0.2423,0.451
318,21,1305,452,-0.2338,0.8849
318,22,1226,451,0.2436,0.4348
318,23,1347,621,-0.1059,0.9998
318,24,1352,616,0.106,0.9994
318,25,1202,868,-0.0963,0.9918
318,26,1454,877,0.0955,0.8976
318,27,1175,1176,-0.0893,0.9945
318,28,1675,801,0.1553,0.9713
318,29,1204,1225,-0.0932,0.987
318,30,1707,755,0.1628,0.9739
318,31,1031,1224,-0.1551,0.9925
318,32,1769,857,0.1548,0.9726
319,0,1213,164,-0.019,1.0
319,1,1226,137,-0.0415,0.9999
319,2,1231,136,-0.0416,0.9999
319,3,1236,135,-0.0416,1.0
319,4,1223,136,-0.0026,0.9999
319,5,1226,134,-0.0027,0.9999
319,6,1228,133,-0.0027,0.9999
319,7,1271,139,-0.092,1.0
319,8,1261,139,0.0682,0.9999
319,9,1231,185,-0.0381,0.9999
319,10,1226,185,0.0117,0.9999
319,11,1343,266,-0.1701,1.0
319,12,1293,290,0.1904,0.9997
319,13,1470,401,-0.2328,0.9948
319,14,1317,451,0.2517,0.2273
319,15,1303,502,-0.1828,0.9464
319,16,1238,519,0.2132,0.4013
319,17,1271,538,-0.2038,0.9146
319,18,1225,552,0.2045,0.4113
319,19,1256,519,-0.1873,0.9105
319,20,1221,529,0.1698,0.4134
319,21,1266,507,-0.1705,0.8935
319,22,1230,522,0.1877,0.3995
319,23,1351,630,-0.1087,0.9998
319,24,1355,623,0.1089,0.9991
319,25,1245,893,-0.1027,0.9905
319,26,1413,893,0.1412,0.8728
319,27,1256,1194,-0.0904,0.994
319,28,1636,781,0.2401,0.9492
319,29,1285,1238,-0.0928,0.9853
319,30,1640,743,0.2512,0.968
319,31,1134,1240,-0.1553,0.9914
319,32,1707,839,0.2534,0.9584
320,0,1213,182,-0.0036,1.0
320,1,1226,156,-0.0245,0.9999
320,2,1231,155,-0.0245,0.9999
320,3,1236,153,-0.0245,1.0
320,4,1222,157,0.012,0.9999
320,5,1224,156,0.012,0.9999
320,6,1227,155,0.012,0.9999
320,7,1271,157,-0.0759,1.0
320,8,1259,159,0.0834,0.9999
320,9,1231,201,-0.02,0.9999
320,10,1226,201,0.0266,0.9999
320,11,1341,286,-0.1669,1.0
320,12,1290,314,0.1912,0.9997
320,13,1409,445,-0.1974,0.9951
320,14,1318,478,0.2196,0.2109
320,15,1261,509,-0.1209,0.9509
320,16,1280,582,0.1299,0.371
320,17,1219,532,-0.1367,0.9213
320,18,1263,618,0.1225,0.3827
320,19,1211,513,-0.1214,0.9173
320,20,1265,616,0.0971,0.385
320,21,1225,507,-0.1093,0.9006
320,22,1265,594,0.1139,0.373
320,23,1366,636,-0.11,0.9998
320,24,1356,637,0.1101,0.9988
320,25,1290,909,-0.1075,0.9901
320,26,1345,899,0.1301,0.844
320,27,1352,1193,-0.0878,0.9943
320,28,1493,939,0.1737,0.9374
320,29,1390,1230,-0.0886,0.9856
320,30,1528,933,0.1786,0.9613
320,31,1214,1244,-0.1485,0.9918
320,32,1480,1011,0.168,0.9515
321,0,1213,190,-0.0054,1.0
321,1,1226,165,-0.0332,1.0
321,2,1231,164,-0.0333,0.9999
321,3,1235,163,-0.0333,1.0
321,4,1222,165,0.0083,0.9999
321,5,1224,164,0.0084,0.9999
321,6,1227,163,0.0083,0.9999
321,7,1269,168,-0.0933,1.0
321,8,1260,169,0.0818,0.9999
321,9,1230,208,-0.0263,0.9999
321,10,1226,209,0.0249,0.9999
321,11,1327,299,-0.1928,1.0
321,12,1317,316,0.1902,0.9997
321,13,1362,463,-0.2545,0.9951
321,14,1393,480,0.2379,0.1993
321,15,1206,513,-0.2246,0.9544
321,16,1398,586,0.189,0.3443
321,17,1162,524,-0.2474,0.927
321,18,1451,621,0.1889,0.3571
321,19,1163,506,-0.2313,0.9232
321,20,1437,613,0.1642,0.3594
321,21,1180,502,-0.2137,0.9058
321,22,1386,608,0.1749,0.3474
321,23,1386,659,-0.1178,0.9998
321,24,1361,661,0.1179,0.9988
321,25,1368,933,-0.1086,0.9907
321,26,1221,880,0.1221,0.8533
321,27,1504,1188,-0.0734,0.9948
321,28,1445,883,0.3077,0.9277
321,29,1553,1220,-0.0756,0.9862
321,30,1488,853,0.3278,0.9561
321,31,1397,1246,-0.1443,0.9925
321,32,1492,990,0.3469,0.9486
322,0,1213,186,-0.0323,1.0
322,1,1226,161,-0.0595,1.0
322,2,1231,160,-0.0596,0.9999
322,3,1235,159,-0.0597,1.0
322,4,1223,162,-0.0226,0.9999
322,5,1225,161,-0.0226,0.9999
322,6,1228,159,-0.0227,0.9999
322,7,1268,166,-0.1234,1.0
322,8,1262,166,0.0386,0.9999
322,9,1230,206,-0.0533,0.9999
322,10,1226,207,-0.0061,0.9999
322,11,1309,300,-0.2071,1.0
322,12,1344,314,0.1427,0.9997
322,13,1314,463,-0.1907,0.9931
322,14,1459,464,0.1958,0.2015
322,15,1182,494,-0.0396,0.9516
322,16,1419,560,0.1564,0.3338
322,17,1142,484,-0.0474,0.9229
322,18,1416,581,0.1528,0.3485
322,19,1150,465,-0.0385,0.9194
322,20,1401,572,0.1313,0.3516
322,21,1166,467,-0.0297,0.8987
322,22,1394,565,0.1441,0.3382
322,23,1386,670,-0.117,0.9998
322,24,1361,666,0.117,0.9987
322,25,1439,938,-0.0883,0.9908
322,26,1175,848,0.1221,0.8576
322,27,1610,1172,-0.0166,0.995
322,28,1419,883,0.3239,0.9129
322,29,1659,1200,-0.0115,0.9851
322,30,1450,859,0.3444,0.9454
322,31,1524,1247,-0.0853,0.9929
322,32,1454,965,0.3612,0.94
323,0,1214,173,-0.0302,1.0
323,1,1228,148,-0.0557,1.0
323,2,1231,148,-0.0558,1.0
323,3,1235,148,-0.0558,1.0
323,4,1226,147,-0.0206,0.9999
323,5,1229,145,-0.0206,0.9999
323,6,1232,144,-0.0206,1.0
323,7,1267,160,-0.1156,1.0
323,8,1267,157,0.0405,0.9999
323,9,1230,198,-0.0493,0.9999
323,10,1227,198,-0.0041,0.9999
323,11,1297,298,-0.1954,1.0
323,12,1352,306,0.135,0.9997
323,13,1294,459,-0.1436,0.9917
323,14,1474,429,0.1791,0.2362
323,15,1182,442,0.0553,0.9401
323,16,1423,546,0.1486,0.3344
323,17,1147,431,0.0568,0.9045
323,18,1416,580,0.1459,0.344
323,19,1158,412,0.066,0.9007
323,20,1404,569,0.1287,0.3473
323,21,1172,415,0.0663,0.875
323,22,1404,558,0.1383,0.3317
323,23,1384,669,-0.1074,0.9998
323,24,1356,663,0.1074,0.9988
323,25,1496,930,-0.0928,0.9916
323,26,1154,801,0.1139,0.8712
323,27,1672,1164,-0.0191,0.9955
323,28,1373,906,0.285,0.9206
323,29,1723,1175,-0.0179,0.9856
323,30,1417,904,0.3007,0.9481
323,31,1637,1241,-0.1354,0.9936
323,32,1371,1055,0.2991,0.945
324,0,1217,162,0.0266,1.0
324,1,1229,136,0.0011,1.0
324,2,1233,136,0.001,1.0
324,3,1236,136,0.001,1.0
324,4,1228,134,0.0296,1.0
324,5,1231,133,0.0297,0.9999
324,6,1235,132,0.0296,1.0
324,7,1268,146,-0.0673,1.0
324,8,1270,144,0.0603,0.9999
324,9,1232,188,0.0054,0.9999
324,10,1229,188,0.0426,0.9999
324,11,1290,280,-0.1535,1.0
324,12,1361,292,0.1415,0.9997
324,13,1268,450,-0.067,0.9911
324,14,1492,393,0.1866,0.2715
324,15,1199,401,0.1709,0.9159
324,16,1416,508,0.1683,0.3329
324,17,1173,388,0.1853,0.869
324,18,1407,541,0.1697,0.3363
324,19,1181,375,0.1915,0.8652
324,20,1395,538,0.1556,0.3394
324,21,1193,380,0.1817,0.8387
324,22,1394,531,0.1606,0.323
324,23,1383,636,-0.1075,0.9998
324,24,1353,645,0.1074,0.9989
324,25,1532,887,-0.1543,0.9924
324,26,1151,790,0.1193,0.882
324,27,1734,1069,-0.1358,0.9959
324,28,1284,1006,0.2429,0.9279
324,29,1785,1069,-0.1329,0.9864
324,30,1333,1039,0.255,0.9517
324,31,1748,1216,-0.198,0.9941
324,32,1208,1122,0.2713,0.9496
325,0,1218,152,0.0484,1.0
325,1,1230,126,0.0244,1.0
325,2,1234,126,0.0244,0.9999
325,3,1237,125,0.0243,1.0
325,4,1229,125,0.049,1.0
325,5,1232,124,0.0491,0.9999
325,6,1235,123,0.0491,1.0
325,7,1268,134,-0.0378,1.0
325,8,1270,133,0.0733,0.9999
325,9,1233,178,0.0299,0.9999
325,10,1230,177,0.0621,0.9999
325,11,1286,265,-0.1174,0.9999
325,12,1370,281,0.1404,0.9997
325,13,1256,437,-0.0252,0.9897
325,14,1503,375,0.1549,0.3061
325,15,1213,397,0.2194,0.8747
325,16,1420,483,0.1144,0.3279
325,17,1185,390,0.2391,0.8177
325,18,1409,504,0.114,0.3254
325,19,1181,381,0.2445,0.8139
325,20,1397,501,0.1026,0.3282
325,21,1198,384,0.2304,0.7887
325,22,1396,497,0.1071,0.3115
325,23,1381,625,-0.1025,0.9998
325,24,1351,637,0.1022,0.999
325,25,1532,871,-0.1606,0.993
325,26,1159,803,0.1266,0.8905
325,27,1776,975,-0.1298,0.9961
325,28,1209,1077,0.2338,0.9345
325,29,1822,953,-0.1246,0.9868
325,30,1251,1133,0.234,0.955
325,31,1823,1117,-0.1678,0.9944
325,32,1093,1159,0.2076,0.9534
326,0,1219,147,0.0741,1.0
326,1,1232,121,0.0533,0.9999
326,2,1235,120,0.0533,0.9999
326,3,1238,120,0.0532,1.0
326,4,1231,120,0.0733,1.0
326,5,1234,119,0.0733,0.9999
326,6,1237,118,0.0733,1.0
326,7,1268,130,-0.0028,1.0
326,8,1271,129,0.0896,0.9999
326,9,1233,173,0.0578,0.9999
326,10,1231,173,0.0843,0.9998
326,11,1276,255,-0.0745,0.9999
326,12,1365,277,0.1393,0.9997
326,13,1265,423,0.0067,0.9847
326,14,1497,383,0.1633,0.3476
326,15,1219,409,0.2282,0.8149
326,16,1400,487,0.1162,0.3223
326,17,1202,407,0.243,0.7516
326,18,1390,507,0.1473,0.3125
326,19,1208,397,0.2554,0.7475
326,20,1378,503,0.1263,0.3147
326,21,1222,400,0.2398,0.7247
326,22,1378,499,0.1147,0.299
326,23,1374,625,-0.0925,0.9998
326,24,1350,633,0.0923,0.9991
326,25,1502,873,-0.1216,0.9925
326,26,1200,839,0.1365,0.8919
326,27,1777,861,-0.0376,0.9945
326,28,1141,1122,0.1727,0.9402
326,29,1817,824,-0.0268,0.9844
326,30,1159,1172,0.1719,0.957
326,31,1863,944,-0.0191,0.9925
326,32,1007,1153,0.1488,0.9564
327,0,1220,146,0.0761,1.0
327,1,1232,119,0.0552,0.9999
327,2,1235,118,0.0552,0.9999
327,3,1238,118,0.0552,0.9999
327,4,1232,118,0.0755,1.0
327,5,1235,117,0.0755,0.9999
327,6,1238,116,0.0755,1.0
327,7,1267,128,-0.0005,0.9999
327,8,1271,127,0.0934,0.9999
327,9,1233,171,0.0599,0.9998
327,10,1231,171,0.0868,0.9998
327,11,1272,252,-0.0705,0.9999
327,12,1364,275,0.1396,0.9998
327,13,1265,421,0.0112,0.9803
327,14,1498,385,0.1631,0.3868
327,15,1222,414,0.2311,0.7608
327,16,1396,488,0.1375,0.3195
327,17,1216,416,0.2465,0.6924
327,18,1385,508,0.1509,0.3023
327,19,1222,404,0.2584,0.6881
327,20,1373,504,0.1321,0.3042
327,21,1235,408,0.2426,0.6673
327,22,1373,500,0.1308,0.289
327,23,1368,625,-0.0903,0.9998
327,24,1349,631,0.0901,0.9992
327,25,1498,873,-0.1142,0.9922
327,26,1213,851,0.1381,0.893
327,27,1778,856,-0.0357,0.9934
327,28,1136,1127,0.17,0.9454
327,29,1819,820,-0.0256,0.9827
327,30,1154,1176,0.1702,0.9589
327,31,1869,945,-0.0214,0.9911
327,32,1001,1149,0.1478,0.9592
328,0,1220,147,0.0593,1.0
328,1,1233,120,0.0374,0.9999
328,2,1235,120,0.0374,0.9999
328,3,1239,119,0.0374,0.9999
328,4,1233,119,0.061,1.0
328,5,1235,118,0.061,0.9999
328,6,1239,117,0.061,1.0
328,7,1267,130,-0.0202,1.0
328,8,1271,129,0.0887,0.9999
328,9,1233,172,0.0424,0.9998
328,10,1231,172,0.0736,0.9998
328,11,1271,254,-0.0985,0.9999
328,12,1360,275,0.1435,0.9998
328,13,1266,421,-0.0301,0.9801
328,14,1487,392,0.1716,0.4183
328,15,1223,423,0.1857,0.7387
328,16,1390,490,0.1541,0.3193
328,17,1218,431,0.195,0.6564
328,18,1382,510,0.1707,0.2958
328,19,1222,415,0.21,0.6509
328,20,1371,505,0.1452,0.2971
328,21,1235,415,0.1981,0.6315
328,22,1369,501,0.144,0.2832
328,23,1366,627,-0.0908,0.9998
328,24,1345,632,0.0907,0.9993
328,25,1475,886,-0.1159,0.9924
328,26,1223,868,0.1508,0.8974
328,27,1743,803,-0.0175,0.9928
328,28,1160,1137,0.1759,0.9505
328,29,1764,763,-0.0045,0.9821
328,30,1180,1190,0.1751,0.9619
328,31,1848,866,0.0228,0.9907
328,32,1034,1186,0.1585,0.9626
329,0,1218,164,0.0218,1.0
329,1,1229,137,-0.0032,0.9999
329,2,1232,136,-0.0032,0.9999
329,3,1236,136,-0.0033,1.0
329,4,1229,136,0.03,1.0
329,5,1232,134,0.03,0.9999
329,6,1235,133,0.03,1.0
329,7,1266,144,-0.0654,1.0
329,8,1270,141,0.0856,0.9999
329,9,1232,188,0.0025,0.9999
329,10,1230,187,0.0463,0.9998
329,11,1274,272,-0.1596,0.9999
329,12,1367,290,0.1659,0.9998
329,13,1278,438,-0.0951,0.9811
329,14,1482,429,0.2016,0.4302
329,15,1226,502,0.1184,0.7422
329,16,1395,512,0.1834,0.3178
329,17,1219,514,0.1213,0.6506
329,18,1381,521,0.198,0.2926
329,19,1221,500,0.1338,0.644
329,20,1368,516,0.1641,0.2942
329,21,1234,497,0.1298,0.6246
329,22,1370,512,0.1682,0.2819
329,23,1362,647,-0.1051,0.9998
329,24,1358,640,0.1052,0.9993
329,25,1429,906,-0.1132,0.9929
329,26,1262,896,0.1532,0.9044
329,27,1705,780,0.0454,0.9923
329,28,1237,1184,0.1643,0.9552
329,29,1689,744,0.0633,0.9806
329,30,1264,1231,0.1599,0.9648
329,31,1776,823,0.106,0.9905
329,32,1130,1239,0.1444,0.966
330,0,1217,188,0.0053,1.0
330,1,1228,161,-0.0212,0.9999
330,2,1231,161,-0.0212,0.9999
330,3,1235,160,-0.0212,1.0
330,4,1227,160,0.0148,1.0
330,5,1230,159,0.0148,0.9999
330,6,1233,157,0.0148,1.0
330,7,1266,166,-0.0855,1.0
330,8,1268,163,0.0802,0.9999
330,9,1232,209,-0.0139,0.9999
330,10,1230,209,0.0333,0.9998
330,11,1277,285,-0.1843,0.9999
330,12,1364,297,0.1919,0.9998
330,13,1310,437,-0.2063,0.9819
330,14,1452,444,0.2892,0.3979
330,15,1257,546,-0.1037,0.7637
330,16,1412,525,0.3284,0.3018
330,17,1244,566,-0.1194,0.6786
330,18,1404,536,0.3528,0.2832
330,19,1240,555,-0.106,0.6721
330,20,1388,533,0.3163,0.2856
330,21,1249,548,-0.0943,0.6511
330,22,1387,531,0.3136,0.274
330,23,1360,653,-0.1231,0.9998
330,24,1383,643,0.1232,0.9994
330,25,1346,913,-0.1482,0.9929
330,26,1322,929,0.1542,0.9002
330,27,1588,796,-0.0102,0.9919
330,28,1352,1198,0.1747,0.9585
330,29,1594,764,0.0273,0.9813
330,30,1389,1245,0.1732,0.9662
330,31,1742,860,0.0065,0.9908
330,32,1221,1254,0.1535,0.9681
331,0,1215,194,0.0107,1.0
331,1,1228,168,-0.0141,0.9999
331,2,1231,168,-0.0141,0.9999
331,3,1235,167,-0.0142,0.9999
331,4,1226,167,0.0163,1.0
331,5,1229,166,0.0163,0.9999
331,6,1232,164,0.0164,1.0
331,7,1266,173,-0.0739,1.0
331,8,1266,172,0.0938,0.9999
331,9,1231,214,-0.0076,0.9999
331,10,1229,214,0.0349,0.9998
331,11,1299,288,-0.1672,0.9999
331,12,1334,301,0.2153,0.9998
331,13,1357,437,-0.2358,0.9835
331,14,1384,455,0.2877,0.3603
331,15,1280,556,-0.2057,0.7859
331,16,1367,549,0.2785,0.2755
331,17,1260,574,-0.2355,0.7082
331,18,1378,563,0.2965,0.261
331,19,1252,563,-0.2183,0.7019
331,20,1365,561,0.2624,0.2632
331,21,1261,559,-0.1967,0.6805
331,22,1363,552,0.264,0.2528
331,23,1376,652,-0.1213,0.9999
331,24,1397,647,0.1214,0.9995
331,25,1289,909,-0.1731,0.9935
331,26,1375,933,0.1513,0.8928
331,27,1535,826,-0.0585,0.9922
331,28,1471,1198,0.1415,0.96
331,29,1555,791,-0.038,0.9823
331,30,1509,1242,0.1347,0.9643
331,31,1645,918,-0.0047,0.9913
331,32,1364,1259,0.1188,0.9679
332,0,1215,191,0.0127,1.0
332,1,1229,164,-0.0023,0.9999
332,2,1234,164,-0.0023,0.9999
332,3,1238,163,-0.0024,0.9999
332,4,1227,164,0.0286,0.9999
332,5,1229,163,0.0287,0.9999
332,6,1232,161,0.0287,0.9999
332,7,1271,170,-0.0273,1.0
332,8,1266,169,0.1141,0.9999
332,9,1232,211,0.0029,0.9999
332,10,1228,212,0.0436,0.9998
332,11,1325,287,-0.1215,0.9999
332,12,1297,310,0.2213,0.9998
332,13,1399,406,-0.2236,0.985
